order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2022-09-09,2022,3,9,September,Latin America,Chile,Electronics,Accessories,Small Business,14,121.35,1698.9,1303.62,395.28,0.2327
2022-10-29,2022,4,10,October,Asia Pacific,India,Electronics,Phones,Corporate,15,896.88,13453.2,10171.0,3282.2,0.244
2022-05-13,2022,2,5,May,North America,Mexico,Office Supplies,Writing,Corporate,10,1.3,13.0,6.03,6.97,0.5362
2024-05-31,2024,2,5,May,North America,Mexico,Electronics,Wearables,Consumer,12,456.34,5476.08,3396.08,2080.0,0.3798
2023-07-09,2023,3,7,July,North America,Canada,Clothing,Women,Home Office,5,219.14,1095.7,507.26,588.44,0.537
2023-12-28,2023,4,12,December,Europe,United Kingdom,Electronics,Phones,Corporate,8,1021.12,8168.96,6417.79,1751.17,0.2144
2022-12-21,2022,4,12,December,Europe,United Kingdom,Clothing,Kids,Corporate,14,84.04,1176.56,592.04,584.52,0.4968
2023-09-09,2023,3,9,September,Europe,Germany,Electronics,Wearables,Corporate,10,128.79,1287.9,988.25,299.65,0.2327
2024-12-14,2024,4,12,December,Asia Pacific,Singapore,Electronics,Wearables,Consumer,15,475.66,7134.9,5358.25,1776.65,0.249
2024-04-20,2024,2,4,April,Asia Pacific,India,Furniture,Storage,Corporate,15,48.54,728.1,510.33,217.77,0.2991
2023-09-12,2023,3,9,September,Latin America,Colombia,Electronics,Laptops,Corporate,8,1702.61,13620.88,9766.29,3854.59,0.283
2024-03-15,2024,1,3,March,Asia Pacific,Singapore,Clothing,Men,Small Business,5,78.5,392.5,157.75,234.75,0.5981
2023-07-08,2023,3,7,July,Asia Pacific,Singapore,Furniture,Chairs,Consumer,4,213.41,853.64,491.95,361.69,0.4237
2024-11-12,2024,4,11,November,North America,Canada,Office Supplies,Paper,Consumer,2,21.94,43.88,27.22,16.66,0.3797
2023-09-29,2023,3,9,September,Europe,Spain,Electronics,Laptops,Consumer,1,2130.67,2130.67,1666.51,464.16,0.2178
2023-05-22,2023,2,5,May,North America,United States,Electronics,Phones,Corporate,7,348.43,2439.01,1527.82,911.19,0.3736
2024-09-17,2024,3,9,September,Europe,Spain,Electronics,Phones,Consumer,6,1029.26,6175.56,5180.35,995.21,0.1612
2022-02-14,2022,1,2,February,Europe,Italy,Office Supplies,Paper,Consumer,6,6.83,40.98,28.51,12.47,0.3043
2023-08-17,2023,3,8,August,North America,Mexico,Office Supplies,Binders,Corporate,10,24.69,246.9,189.25,57.65,0.2335
2024-05-20,2024,2,5,May,Europe,France,Furniture,Chairs,Corporate,5,59.13,295.65,199.09,96.56,0.3266
2024-06-29,2024,2,6,June,Europe,United Kingdom,Office Supplies,Paper,Corporate,2,27.52,55.04,31.21,23.83,0.433
2024-01-03,2024,1,1,January,North America,Mexico,Furniture,Chairs,Home Office,17,477.2,8112.4,5564.02,2548.38,0.3141
2022-11-07,2022,4,11,November,Europe,Italy,Furniture,Chairs,Consumer,12,376.25,4515.0,3169.76,1345.24,0.2979
2022-05-20,2022,2,5,May,Europe,Germany,Electronics,Accessories,Home Office,16,62.71,1003.36,745.15,258.21,0.2573
2023-10-26,2023,4,10,October,Asia Pacific,Singapore,Office Supplies,Writing,Consumer,12,12.11,145.32,105.19,40.13,0.2761
2022-08-06,2022,3,8,August,North America,United States,Clothing,Women,Consumer,16,206.19,3299.04,1822.56,1476.48,0.4475
2024-02-26,2024,1,2,February,Asia Pacific,Japan,Electronics,Laptops,Small Business,14,2352.51,32935.14,20950.07,11985.07,0.3639
2024-02-06,2024,1,2,February,North America,United States,Clothing,Men,Consumer,1,167.0,167.0,83.96,83.04,0.4972
2024-10-02,2024,4,10,October,Asia Pacific,Australia,Electronics,Laptops,Consumer,15,1889.81,28347.15,19237.2,9109.95,0.3214
2022-02-19,2022,1,2,February,Asia Pacific,Australia,Clothing,Women,Consumer,4,52.74,210.96,139.07,71.89,0.3408
2024-12-17,2024,4,12,December,Latin America,Chile,Clothing,Men,Consumer,16,42.32,677.12,315.8,361.32,0.5336
2024-06-17,2024,2,6,June,Asia Pacific,Singapore,Furniture,Desks,Small Business,14,920.6,12888.4,10129.94,2758.46,0.214
2024-10-18,2024,4,10,October,Europe,Germany,Clothing,Kids,Consumer,8,13.77,110.16,63.12,47.04,0.427
2024-01-03,2024,1,1,January,North America,Canada,Clothing,Kids,Consumer,3,105.71,317.13,142.87,174.26,0.5495
2022-04-27,2022,2,4,April,North America,Mexico,Office Supplies,Writing,Consumer,18,14.25,256.5,124.81,131.69,0.5134
2023-06-19,2023,2,6,June,Europe,France,Office Supplies,Paper,Consumer,7,12.03,84.21,59.15,25.06,0.2976
2022-05-08,2022,2,5,May,North America,Mexico,Clothing,Kids,Home Office,8,63.28,506.24,333.01,173.23,0.3422
2022-05-25,2022,2,5,May,Europe,Italy,Office Supplies,Paper,Consumer,14,19.15,268.1,174.83,93.27,0.3479
2022-03-27,2022,1,3,March,North America,Mexico,Furniture,Desks,Consumer,4,165.57,662.28,455.02,207.26,0.3129
2022-04-24,2022,2,4,April,Asia Pacific,Australia,Furniture,Desks,Consumer,1,1110.22,1110.22,853.83,256.39,0.2309
2022-04-17,2022,2,4,April,Europe,Spain,Office Supplies,Paper,Corporate,13,23.67,307.71,209.09,98.62,0.3205
2024-01-24,2024,1,1,January,Europe,Spain,Office Supplies,Paper,Consumer,12,8.23,98.76,58.67,40.09,0.4059
2022-04-04,2022,2,4,April,North America,United States,Electronics,Phones,Consumer,1,1079.59,1079.59,739.5,340.09,0.315
2023-10-06,2023,4,10,October,North America,United States,Electronics,Laptops,Consumer,12,1744.59,20935.08,17826.44,3108.64,0.1485
2022-06-07,2022,2,6,June,Latin America,Argentina,Office Supplies,Appliances,Corporate,3,90.06,270.18,170.05,100.13,0.3706
2023-09-12,2023,3,9,September,Europe,France,Clothing,Women,Consumer,12,173.84,2086.08,1029.81,1056.27,0.5063
2024-10-28,2024,4,10,October,Asia Pacific,Singapore,Clothing,Kids,Corporate,4,14.05,56.2,38.67,17.53,0.3119
2022-10-08,2022,4,10,October,Asia Pacific,Singapore,Furniture,Chairs,Consumer,17,161.42,2744.14,2058.97,685.17,0.2497
2023-04-27,2023,2,4,April,North America,Canada,Office Supplies,Binders,Consumer,15,24.15,362.25,217.26,144.99,0.4002
2024-02-26,2024,1,2,February,North America,Canada,Clothing,Kids,Consumer,10,100.64,1006.4,429.77,576.63,0.573
2024-02-27,2024,1,2,February,North America,Mexico,Furniture,Chairs,Small Business,15,67.43,1011.45,612.48,398.97,0.3945
2023-12-14,2023,4,12,December,North America,Canada,Office Supplies,Writing,Consumer,1,18.29,18.29,12.78,5.51,0.3013
2023-11-30,2023,4,11,November,Europe,France,Clothing,Women,Small Business,14,191.81,2685.34,1746.64,938.7,0.3496
2023-08-12,2023,3,8,August,Latin America,Brazil,Clothing,Footwear,Home Office,18,130.17,2343.06,1366.55,976.51,0.4168
2023-05-03,2023,2,5,May,Europe,Italy,Electronics,Wearables,Corporate,5,597.4,2987.0,2069.94,917.06,0.307
2023-08-29,2023,3,8,August,Asia Pacific,India,Electronics,Laptops,Small Business,11,1685.06,18535.66,11678.16,6857.5,0.37
2023-10-20,2023,4,10,October,North America,Canada,Office Supplies,Paper,Consumer,9,25.89,233.01,138.98,94.03,0.4035
2023-03-23,2023,1,3,March,North America,United States,Furniture,Tables,Corporate,14,139.76,1956.64,1572.13,384.51,0.1965
2023-06-13,2023,2,6,June,North America,Mexico,Office Supplies,Paper,Consumer,9,10.01,90.09,55.25,34.84,0.3867
2022-03-20,2022,1,3,March,North America,United States,Electronics,Phones,Consumer,6,900.22,5401.32,4557.35,843.97,0.1563
2023-06-15,2023,2,6,June,Europe,United Kingdom,Office Supplies,Binders,Consumer,9,4.5,40.5,29.52,10.98,0.2711
2022-06-08,2022,2,6,June,Asia Pacific,Singapore,Office Supplies,Binders,Consumer,17,17.76,301.92,186.78,115.14,0.3814
2024-05-23,2024,2,5,May,North America,Canada,Office Supplies,Appliances,Consumer,10,60.06,600.6,334.99,265.61,0.4422
2023-08-26,2023,3,8,August,Asia Pacific,India,Clothing,Kids,Corporate,1,25.96,25.96,10.75,15.21,0.5859
2024-11-12,2024,4,11,November,Latin America,Peru,Electronics,Laptops,Small Business,17,2088.59,35506.03,28594.37,6911.66,0.1947
2022-11-04,2022,4,11,November,Latin America,Colombia,Clothing,Men,Corporate,13,139.64,1815.32,1103.26,712.06,0.3923
2022-09-06,2022,3,9,September,Latin America,Argentina,Office Supplies,Appliances,Corporate,17,243.5,4139.5,2692.1,1447.4,0.3497
2023-08-24,2023,3,8,August,Asia Pacific,Singapore,Furniture,Tables,Consumer,8,415.26,3322.08,2543.82,778.26,0.2343
2024-06-30,2024,2,6,June,Latin America,Argentina,Furniture,Chairs,Corporate,14,227.75,3188.5,2056.7,1131.8,0.355
2024-05-07,2024,2,5,May,Europe,France,Office Supplies,Binders,Consumer,8,21.65,173.2,125.2,48.0,0.2771
2022-10-10,2022,4,10,October,North America,Mexico,Electronics,Wearables,Corporate,9,533.64,4802.76,3404.24,1398.52,0.2912
2023-02-10,2023,1,2,February,North America,Canada,Furniture,Desks,Corporate,6,1241.8,7450.8,4129.15,3321.65,0.4458
2022-09-16,2022,3,9,September,North America,Canada,Clothing,Footwear,Small Business,2,219.79,439.58,179.2,260.38,0.5923
2023-12-27,2023,4,12,December,North America,United States,Electronics,Wearables,Home Office,5,309.32,1546.6,1182.85,363.75,0.2352
2022-08-09,2022,3,8,August,Asia Pacific,China,Furniture,Tables,Corporate,2,155.23,310.46,247.93,62.53,0.2014
2024-09-04,2024,3,9,September,Latin America,Colombia,Office Supplies,Appliances,Consumer,5,225.36,1126.8,776.17,350.63,0.3112
2024-01-28,2024,1,1,January,Europe,Italy,Electronics,Phones,Corporate,15,610.41,9156.15,6720.91,2435.24,0.266
2024-10-07,2024,4,10,October,Europe,Italy,Electronics,Phones,Consumer,11,295.87,3254.57,2455.89,798.68,0.2454
2024-02-26,2024,1,2,February,Europe,Italy,Clothing,Footwear,Consumer,11,201.27,2213.97,1561.12,652.85,0.2949
2023-07-24,2023,3,7,July,North America,Mexico,Clothing,Women,Consumer,11,30.89,339.79,166.88,172.91,0.5089
2023-08-14,2023,3,8,August,North America,Canada,Furniture,Desks,Small Business,9,1385.67,12471.03,9396.13,3074.9,0.2466
2024-11-07,2024,4,11,November,Latin America,Chile,Electronics,Laptops,Corporate,6,651.97,3911.82,3343.28,568.54,0.1453
2022-02-22,2022,1,2,February,Latin America,Peru,Office Supplies,Binders,Consumer,12,10.3,123.6,94.03,29.57,0.2392
2022-08-13,2022,3,8,August,Europe,Spain,Office Supplies,Appliances,Consumer,4,144.43,577.72,342.38,235.34,0.4074
2022-06-11,2022,2,6,June,North America,United States,Clothing,Men,Home Office,8,133.65,1069.2,539.6,529.6,0.4953
2023-10-07,2023,4,10,October,Europe,France,Furniture,Chairs,Corporate,2,263.86,527.72,423.09,104.63,0.1983
2022-01-17,2022,1,1,January,Asia Pacific,India,Electronics,Phones,Home Office,8,380.03,3040.24,2182.33,857.91,0.2822
2023-01-19,2023,1,1,January,Latin America,Argentina,Electronics,Laptops,Corporate,16,1136.94,18191.04,12217.63,5973.41,0.3284
2022-05-18,2022,2,5,May,Asia Pacific,Singapore,Clothing,Women,Consumer,16,127.12,2033.92,949.3,1084.62,0.5333
2023-04-26,2023,2,4,April,North America,Canada,Office Supplies,Appliances,Corporate,12,155.59,1867.08,1244.95,622.13,0.3332
2024-09-30,2024,3,9,September,North America,Canada,Clothing,Kids,Corporate,13,74.96,974.48,559.25,415.23,0.4261
2024-07-04,2024,3,7,July,North America,United States,Electronics,Accessories,Consumer,11,44.64,491.04,358.69,132.35,0.2695
2022-09-20,2022,3,9,September,North America,Canada,Office Supplies,Writing,Corporate,16,16.96,271.36,199.48,71.88,0.2649
2024-04-17,2024,2,4,April,Asia Pacific,Japan,Electronics,Accessories,Corporate,2,88.72,177.44,124.92,52.52,0.296
2023-06-18,2023,2,6,June,Asia Pacific,Australia,Furniture,Storage,Consumer,2,209.77,419.54,313.23,106.31,0.2534
2022-12-08,2022,4,12,December,Europe,United Kingdom,Furniture,Storage,Consumer,18,168.15,3026.7,2175.67,851.03,0.2812
2022-02-10,2022,1,2,February,Latin America,Peru,Office Supplies,Binders,Corporate,1,28.87,28.87,13.85,15.02,0.5203
2024-11-28,2024,4,11,November,Asia Pacific,India,Clothing,Men,Corporate,7,71.56,500.92,232.18,268.74,0.5365
2022-11-27,2022,4,11,November,North America,Mexico,Furniture,Desks,Consumer,12,544.32,6531.84,3972.77,2559.07,0.3918
2024-12-14,2024,4,12,December,Asia Pacific,China,Electronics,Phones,Small Business,4,726.42,2905.68,2399.36,506.32,0.1743
2023-05-22,2023,2,5,May,North America,Canada,Furniture,Desks,Corporate,2,468.75,937.5,546.92,390.58,0.4166
2022-06-06,2022,2,6,June,Asia Pacific,Australia,Electronics,Accessories,Small Business,3,80.63,241.89,194.22,47.67,0.1971
2024-03-12,2024,1,3,March,Asia Pacific,China,Electronics,Laptops,Consumer,7,2179.8,15258.6,12869.39,2389.21,0.1566
2024-07-28,2024,3,7,July,Asia Pacific,Australia,Furniture,Chairs,Consumer,7,95.34,667.38,541.71,125.67,0.1883
2024-04-12,2024,2,4,April,Europe,Spain,Electronics,Phones,Consumer,18,514.63,9263.34,6428.29,2835.05,0.3061
2024-03-17,2024,1,3,March,Asia Pacific,Singapore,Electronics,Phones,Home Office,12,974.57,11694.84,9423.59,2271.25,0.1942
2024-07-04,2024,3,7,July,Europe,Italy,Clothing,Footwear,Small Business,12,133.39,1600.68,696.08,904.6,0.5651
2022-12-13,2022,4,12,December,North America,United States,Clothing,Men,Consumer,7,157.02,1099.14,611.93,487.21,0.4433
2023-04-22,2023,2,4,April,North America,United States,Furniture,Storage,Corporate,2,544.16,1088.32,672.63,415.69,0.382
2024-04-12,2024,2,4,April,North America,Canada,Clothing,Men,Consumer,1,55.58,55.58,25.95,29.63,0.5331
2023-04-28,2023,2,4,April,Europe,Spain,Office Supplies,Writing,Home Office,11,9.77,107.47,65.49,41.98,0.3906
2024-02-09,2024,1,2,February,Europe,United Kingdom,Clothing,Footwear,Corporate,5,201.17,1005.85,454.51,551.34,0.5481
2024-05-18,2024,2,5,May,Asia Pacific,Japan,Electronics,Phones,Consumer,16,412.19,6595.04,5466.1,1128.94,0.1712
2024-06-10,2024,2,6,June,Europe,Italy,Furniture,Chairs,Consumer,10,408.57,4085.7,3218.15,867.55,0.2123
2022-12-06,2022,4,12,December,North America,Canada,Office Supplies,Writing,Corporate,5,6.51,32.55,22.01,10.54,0.3238
2023-03-08,2023,1,3,March,Asia Pacific,India,Furniture,Tables,Corporate,11,1025.62,11281.82,8398.58,2883.24,0.2556
2024-05-02,2024,2,5,May,Asia Pacific,Japan,Electronics,Wearables,Consumer,6,165.7,994.2,633.74,360.46,0.3626
2024-07-28,2024,3,7,July,Latin America,Chile,Office Supplies,Binders,Corporate,11,6.94,76.34,50.1,26.24,0.3437
2022-01-29,2022,1,1,January,Europe,United Kingdom,Furniture,Desks,Consumer,7,471.46,3300.22,2546.46,753.76,0.2284
2024-04-05,2024,2,4,April,Asia Pacific,Singapore,Office Supplies,Writing,Corporate,9,11.66,104.94,69.44,35.5,0.3383
2023-06-23,2023,2,6,June,North America,Mexico,Electronics,Laptops,Consumer,4,840.74,3362.96,2541.73,821.23,0.2442
2024-08-27,2024,3,8,August,Asia Pacific,Australia,Furniture,Tables,Home Office,7,251.46,1760.22,1340.42,419.8,0.2385
2024-08-31,2024,3,8,August,Latin America,Brazil,Clothing,Women,Consumer,1,77.9,77.9,53.49,24.41,0.3134
2023-11-01,2023,4,11,November,North America,Mexico,Clothing,Footwear,Corporate,10,139.09,1390.9,608.57,782.33,0.5625
2024-12-05,2024,4,12,December,Europe,Spain,Clothing,Footwear,Consumer,11,146.43,1610.73,1099.57,511.16,0.3173
2024-06-14,2024,2,6,June,Asia Pacific,Japan,Clothing,Kids,Corporate,18,57.46,1034.28,643.77,390.51,0.3776
2022-12-31,2022,4,12,December,North America,United States,Office Supplies,Appliances,Corporate,1,262.52,262.52,192.24,70.28,0.2677
2023-01-27,2023,1,1,January,Asia Pacific,India,Office Supplies,Binders,Corporate,13,15.6,202.8,153.71,49.09,0.2421
2023-09-28,2023,3,9,September,Latin America,Argentina,Furniture,Desks,Consumer,11,240.46,2645.06,1718.22,926.84,0.3504
2024-09-07,2024,3,9,September,North America,United States,Office Supplies,Paper,Corporate,13,4.19,54.47,37.01,17.46,0.3205
2024-08-22,2024,3,8,August,North America,Mexico,Electronics,Phones,Small Business,15,715.79,10736.85,7978.52,2758.33,0.2569
2022-11-10,2022,4,11,November,Asia Pacific,Singapore,Clothing,Men,Consumer,6,158.06,948.36,419.3,529.06,0.5579
2023-07-23,2023,3,7,July,Europe,United Kingdom,Electronics,Phones,Consumer,7,872.35,6106.45,4956.84,1149.61,0.1883
2024-01-21,2024,1,1,January,Europe,France,Clothing,Women,Home Office,17,12.98,220.66,135.18,85.48,0.3874
2022-06-21,2022,2,6,June,Europe,United Kingdom,Electronics,Laptops,Small Business,6,1442.46,8654.76,5985.95,2668.81,0.3084
2023-12-20,2023,4,12,December,North America,Mexico,Furniture,Chairs,Consumer,4,217.43,869.72,611.77,257.95,0.2966
2022-07-05,2022,3,7,July,Asia Pacific,Singapore,Clothing,Men,Consumer,6,134.02,804.12,369.42,434.7,0.5406
2024-02-07,2024,1,2,February,Europe,United Kingdom,Clothing,Men,Consumer,15,23.82,357.3,225.73,131.57,0.3682
2022-09-29,2022,3,9,September,North America,Mexico,Office Supplies,Binders,Small Business,10,5.65,56.5,38.59,17.91,0.317
2023-01-21,2023,1,1,January,North America,United States,Office Supplies,Appliances,Consumer,9,267.4,2406.6,1223.63,1182.97,0.4916
2024-01-15,2024,1,1,January,North America,Mexico,Furniture,Chairs,Corporate,12,435.05,5220.6,3608.59,1612.01,0.3088
2023-03-08,2023,1,3,March,Asia Pacific,Japan,Electronics,Wearables,Consumer,14,277.75,3888.5,3230.71,657.79,0.1692
2023-03-08,2023,1,3,March,Asia Pacific,Japan,Furniture,Tables,Consumer,9,302.62,2723.58,1689.79,1033.79,0.3796
2024-08-14,2024,3,8,August,Latin America,Peru,Office Supplies,Binders,Corporate,11,15.54,170.94,98.24,72.7,0.4253
2022-01-17,2022,1,1,January,Europe,United Kingdom,Furniture,Chairs,Corporate,6,257.81,1546.86,990.57,556.29,0.3596
2024-08-14,2024,3,8,August,Asia Pacific,China,Electronics,Accessories,Consumer,18,36.06,649.08,406.1,242.98,0.3743
2024-08-27,2024,3,8,August,Asia Pacific,Australia,Office Supplies,Appliances,Small Business,8,90.72,725.76,415.98,309.78,0.4268
2024-11-04,2024,4,11,November,Europe,Spain,Furniture,Desks,Small Business,4,658.86,2635.44,2000.3,635.14,0.241
2023-09-08,2023,3,9,September,Latin America,Colombia,Office Supplies,Binders,Corporate,17,10.15,172.55,133.02,39.53,0.2291
2023-09-26,2023,3,9,September,Asia Pacific,Japan,Office Supplies,Paper,Home Office,5,24.64,123.2,74.09,49.11,0.3986
2023-09-10,2023,3,9,September,North America,United States,Office Supplies,Binders,Small Business,10,6.49,64.9,34.26,30.64,0.4721
2024-02-06,2024,1,2,February,North America,United States,Office Supplies,Binders,Corporate,1,18.8,18.8,10.6,8.2,0.4362
2024-08-07,2024,3,8,August,Europe,Spain,Office Supplies,Appliances,Corporate,8,233.66,1869.28,900.29,968.99,0.5184
2024-05-19,2024,2,5,May,North America,United States,Furniture,Tables,Home Office,13,624.8,8122.4,5228.02,2894.38,0.3563
2024-01-26,2024,1,1,January,Asia Pacific,Singapore,Electronics,Laptops,Small Business,12,1245.72,14948.64,12467.79,2480.85,0.166
2023-01-20,2023,1,1,January,Asia Pacific,Australia,Clothing,Women,Consumer,2,54.36,108.72,58.64,50.08,0.4606
2024-09-11,2024,3,9,September,Europe,Germany,Furniture,Tables,Consumer,2,346.24,692.48,559.42,133.06,0.1921
2022-06-19,2022,2,6,June,North America,Canada,Office Supplies,Paper,Corporate,12,21.52,258.24,124.85,133.39,0.5165
2024-02-26,2024,1,2,February,Asia Pacific,China,Electronics,Laptops,Corporate,15,622.02,9330.3,7370.87,1959.43,0.21
2022-08-26,2022,3,8,August,Asia Pacific,Australia,Clothing,Kids,Consumer,15,64.23,963.45,626.17,337.28,0.3501
2024-05-18,2024,2,5,May,Asia Pacific,Singapore,Clothing,Men,Small Business,18,139.13,2504.34,1699.2,805.14,0.3215
2024-07-20,2024,3,7,July,North America,United States,Furniture,Tables,Consumer,14,129.51,1813.14,1135.14,678.0,0.3739
2024-01-27,2024,1,1,January,North America,Canada,Furniture,Chairs,Small Business,9,259.98,2339.82,1713.33,626.49,0.2678
2024-05-04,2024,2,5,May,Asia Pacific,China,Office Supplies,Binders,Consumer,1,17.85,17.85,9.79,8.06,0.4515
2024-03-22,2024,1,3,March,North America,United States,Furniture,Chairs,Corporate,8,133.49,1067.92,741.61,326.31,0.3056
2023-12-09,2023,4,12,December,North America,United States,Office Supplies,Appliances,Home Office,15,212.92,3193.8,1694.48,1499.32,0.4694
2024-02-03,2024,1,2,February,Asia Pacific,Singapore,Office Supplies,Paper,Consumer,2,6.96,13.92,10.75,3.17,0.2277
2023-09-11,2023,3,9,September,Asia Pacific,China,Furniture,Chairs,Consumer,14,247.37,3463.18,2076.73,1386.45,0.4003
2023-01-28,2023,1,1,January,Asia Pacific,China,Clothing,Footwear,Home Office,9,258.77,2328.93,1390.34,938.59,0.403
2024-08-26,2024,3,8,August,Europe,Germany,Office Supplies,Paper,Consumer,7,23.54,164.78,97.91,66.87,0.4058
2023-01-07,2023,1,1,January,Asia Pacific,Japan,Electronics,Phones,Corporate,10,509.05,5090.5,3695.03,1395.47,0.2741
2023-10-14,2023,4,10,October,North America,Canada,Office Supplies,Writing,Consumer,4,5.21,20.84,9.5,11.34,0.5441
2023-11-05,2023,4,11,November,North America,United States,Office Supplies,Appliances,Corporate,18,128.93,2320.74,1756.47,564.27,0.2431
2024-10-18,2024,4,10,October,North America,Canada,Furniture,Storage,Consumer,7,386.6,2706.2,1612.63,1093.57,0.4041
